SWIS Number ,Activity,OperationalStatus,Category,Activity Classification,County
41-AA-0185,Large Volume In-Vessel Digestion Facility,Active,In-Vessel Digestion,Solid Waste Facility,San Mateo
42-CR-0035,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Santa Barbara
42-CR-0064,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Santa Barbara
43-AN-0008,Solid Waste Landfill,Active,Disposal,Solid Waste Facility,Santa Clara
43-AN-0010,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Santa Clara
43-AN-0019,Large Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Santa Clara
43-AO-0001,Solid Waste Landfill,Closed,Disposal,Solid Waste Facility,Santa Clara
44-CR-0003,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Santa Cruz
45-AA-0043,Solid Waste Landfill,Active,Disposal,Solid Waste Facility,Shasta
45-CR-0001,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Shasta
45-CR-0003,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Shasta
45-CR-0005,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Shasta
46-AA-0004,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Sierra
46-AA-0007,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Sierra
46-CR-0009,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Sierra
47-AA-0030,Solid Waste Landfill,Closed,Disposal,Solid Waste Facility,Siskiyou
47-AA-0032,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Siskiyou
47-CR-0011,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Siskiyou
47-CR-0013,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Siskiyou
47-CR-0020,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Siskiyou
47-CR-0022,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Siskiyou
48-AA-0088,Green Material Composting Facility,Active,Composting,Solid Waste Facility,Solano
48-CR-0001,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Solano
49-AA-0009,Solid Waste Landfill,Closed,Disposal,Solid Waste Facility,Sonoma
49-AA-0033,Limited Volume Transfer Operation,Closed,Transfer/Processing,Solid Waste Operation,Sonoma
49-AA-0351,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Sonoma
49-AA-0353,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Sonoma
50-AA-0004,Large Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Stanislaus
50-CR-0014,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Stanislaus
52-CR-0003,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Tehama
53-AA-0003,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Trinity
53-AA-0005,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Trinity
53-AA-0036,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Trinity
54-AA-0001,Solid Waste Landfill,Closed,Disposal,Solid Waste Facility,Tulare
54-AA-0006,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Tulare
54-AA-0008,Solid Waste Landfill,Inactive,Disposal,Solid Waste Facility,Tulare
54-AA-0034,Composting Facility (Mixed),Active,Composting,Solid Waste Facility,Tulare
54-AA-0034,Large Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Tulare
54-AA-0034,Medium Volume CDI Debris Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Tulare
54-CR-0006,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Tulare
55-AA-0003,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Tuolumne
55-AA-0005,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Tuolumne
55-AA-0012,Solid Waste Disposal Site,Active,Disposal,Solid Waste Disposal Site,Tuolumne
56-AA-0123,Large Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Ventura
56-AA-0125,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Ventura
56-CR-0020,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Ventura
56-CR-0032,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Ventura
56-CR-0056,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Ventura
57-AA-0012,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Yolo
57-AA-0019,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Yolo
58-AA-0005,Solid Waste Landfill,Closed,Disposal,Solid Waste Facility,Yuba
19-AK-5036,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Los Angeles
19-AK-5038,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Los Angeles
36-CR-0081,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,San Bernardino
27-AA-0094,Medium Volume CDI Debris Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Monterey
03-CR-0026,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Amador
01-CR-0045,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Alameda
37-AB-0010,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,San Diego
44-AA-0010,Medium Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Santa Cruz
15-AA-0373,Solid Waste Disposal Site,Inactive,Disposal,Solid Waste Disposal Site,Kern
27-AA-0095,Agricultural Material Composting Operation,Active,Composting,Solid Waste Operation,Monterey
39-AA-0044,Green Material Composting Facility,Planned,Composting,Solid Waste Facility,San Joaquin
44-AA-0009,Green Material Composting Operation,Active,Composting,Solid Waste Operation,Santa Cruz
19-AK-5015,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Los Angeles
19-AA-5075,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Los Angeles
19-AA-5108,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Los Angeles
13-AA-0097,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Imperial
36-AA-0423,Biosolids Composting at POTWs,Active,Composting,Solid Waste Operation,San Bernardino
58-AA-0022,Green Material Composting Operation,Active,Composting,Solid Waste Operation,Yuba
12-AA-0115,Green Material Composting Operation,Active,Composting,Solid Waste Operation,Humboldt
56-AA-0145,Chipping and Grinding Facility/Operation,Active,Composting,Solid Waste Facility,Ventura
01-AA-0292,Large Volume CDI Debris Processing Facility,Closed,Transfer/Processing,Solid Waste Facility,Alameda
37-AA-0953,Medium Volume CDI Debris Processing Facility,Active,Transfer/Processing,Solid Waste Facility,San Diego
19-AR-1227,Large Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Los Angeles
27-AA-0107,Agricultural Material Composting Operation,Active,Composting,Solid Waste Operation,Monterey
36-AA-0424,Contaminated Soil Transfer/Processing Operation,Active,Transfer/Processing,Solid Waste Operation,San Bernardino
43-AA-0026,Agricultural Material Composting Operation,Active,Composting,Solid Waste Operation,Santa Clara
43-AA-0028,Agricultural Material Composting Operation,Active,Composting,Solid Waste Operation,Santa Clara
37-AA-0954,Inert Debris Engineered Fill Operation,Active,Disposal,Solid Waste Operation,San Diego
01-AA-0297,Large Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Alameda
36-AA-0435,Medium Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,San Bernardino
35-AA-0024,Inert Debris Type A Processing Operation,Active,Transfer/Processing,Solid Waste Operation,San Benito
42-AA-0074,Medium Volume CDI Debris Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Santa Barbara
16-AA-0027,Solid Waste Landfill,Active,Disposal,Solid Waste Facility,Kings
10-AA-0203,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Fresno
19-AA-1087,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Los Angeles
19-AA-1089,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Los Angeles
10-AA-0212,Large Volume Transfer/Processing Facility,Planned,Transfer/Processing,Solid Waste Facility,Fresno
19-AA-1095,Inert Debris Type A Processing Operation,Active,Transfer/Processing,Solid Waste Operation,Los Angeles
19-AA-1101,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Los Angeles
24-AA-0033,Green Material Composting Operation,Active,Composting,Solid Waste Operation,Merced
27-AA-0116,Small Volume CDI Debris Processing Operation,Active,Transfer/Processing,Solid Waste Operation,Monterey
19-AA-1105,Large Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Los Angeles
19-AA-1105,Composting Facility (Mixed),Planned,Composting,Solid Waste Facility,Los Angeles
19-AA-1107,Large Volume Transfer/Processing Facility,Closed,Transfer/Processing,Solid Waste Facility,Los Angeles
30-AB-0414,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Orange
30-AB-0416,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Orange
30-AB-0428,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Orange
30-AB-0435,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Orange
30-AB-0437,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Orange
39-AA-0051,Green Material Composting Facility,Active,Composting,Solid Waste Facility,San Joaquin
39-AA-0051,Small Volume CDI Debris Processing Operation,Active,Transfer/Processing,Solid Waste Operation,San Joaquin
03-AA-0009,Green Material Composting Operation,Active,Composting,Solid Waste Operation,Amador
19-AA-1112,Large Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Los Angeles
19-AR-1241,Medium Volume CDI Debris Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Los Angeles
28-AA-0045,Agricultural Material Composting Operation,Active,Composting,Solid Waste Operation,Napa
43-AA-0032,Direct Transfer Facility,Active,Transfer/Processing,Solid Waste Facility,Santa Clara
37-AA-0975,Green Material Composting Operation,Active,Composting,Solid Waste Operation,San Diego
44-AA-0013,Agricultural Material Composting Operation,Active,Composting,Solid Waste Operation,Santa Cruz
19-AA-1118,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Los Angeles
49-AA-0404,Large Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Sonoma
56-AA-0160,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Ventura
34-AA-0227,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Sacramento
19-AA-1120,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Los Angeles
21-CR-0027,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Marin
36-AA-0465,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,San Bernardino
36-AA-0467,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,San Bernardino
33-AA-0335,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Riverside
19-AR-1250,Large Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Los Angeles
37-CR-0125,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,San Diego
10-AA-0224,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Fresno
15-CR-0108,Industrial Waste Codisposal Facility,Closed,Disposal,Solid Waste Facility,Kern
34-AA-0232,Medium Volume In-Vessel Digestion Facility,Closed,In-Vessel Digestion,Solid Waste Facility,Sacramento
19-AA-1128,Large Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Los Angeles
26-CR-0020,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Mono
12-AA-0125,Green Material Composting Operation,Active,Composting,Solid Waste Operation,Humboldt
07-AA-0069,Chipping and Grinding Facility/Operation,Active,Composting,Solid Waste Facility,Contra Costa
01-AA-0307,Inert Debris Type A Processing Operation,Active,Transfer/Processing,Solid Waste Operation,Alameda
58-CR-0018,Inert Waste Disposal Site,Closed,Disposal,Solid Waste Facility,Yuba
12-AA-0127,Medium Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Humboldt
33-AA-0357,Vegetative Food Material Composting Facility,Active,Composting,Solid Waste Facility,Riverside
19-AR-1257,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Los Angeles
36-AA-0478,Green Material Composting Operation,Active,Composting,Solid Waste Operation,San Bernardino
01-AA-0312,Small Volume CDI Debris Processing Operation,Active,Transfer/Processing,Solid Waste Operation,Alameda
01-AA-0313,Chipping and Grinding Facility/Operation,Active,Composting,Solid Waste Facility,Alameda
12-AA-0129,Agricultural Material Composting Operation,Active,Composting,Solid Waste Operation,Humboldt
19-AA-1136,Chipping and Grinding Facility/Operation,Active,Composting,Solid Waste Facility,Los Angeles
27-AA-0122,Green Material Composting Operation,Absorbed,Composting,Solid Waste Operation,Monterey
36-AA-0488,Large Volume Transfer/Processing Facility,Planned,Transfer/Processing,Solid Waste Facility,San Bernardino
01-AA-0319,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Alameda
53-AA-0038,Inert Waste Disposal Site,Active,Disposal,Solid Waste Facility,Trinity
34-CR-0005,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Sacramento
27-AA-0123,Transformation Facility,Planned,Transformation,Solid Waste Facility,Monterey
42-AA-0083,Agricultural Material Composting Operation,Active,Composting,Solid Waste Operation,Santa Barbara
38-AA-0023,Small Volume CDI Debris Processing Operation,Active,Transfer/Processing,Solid Waste Operation,San Francisco
01-AA-0322,Green Material Composting Operation,Active,Composting,Solid Waste Operation,Alameda
19-AA-1144,Secondary Material Processing Operation,Active,Transfer/Processing,Solid Waste Operation,Los Angeles
37-CR-0129,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,San Diego
22-AA-0014,Emergency Transfer/Processing Operation,Closed,Transfer/Processing,Solid Waste Operation,Mariposa
19-AR-1264,Medium Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Los Angeles
08-AA-0026,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Del Norte
49-AA-0422,Chipping and Grinding Facility/Operation,Active,Composting,Solid Waste Facility,Sonoma
20-AA-0038,Agricultural Material Composting Operation,Active,Composting,Solid Waste Operation,Madera
49-AA-0426,Medium Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Sonoma
43-AA-0040,Medium Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Santa Clara
34-AA-0236,Large Volume Transfer/Processing Facility,Closed,Transfer/Processing,Solid Waste Facility,Sacramento
42-AA-0086,Research In-Vessel Digestion Operation,Planned,In-Vessel Digestion,Solid Waste Operation,Santa Barbara
54-AA-0062,Agricultural Material Composting Operation,Active,Composting,Solid Waste Operation,Tulare
23-AA-0051,Inert Debris Type A Processing Operation,Active,Transfer/Processing,Solid Waste Operation,Mendocino
41-AA-0201,Research In-Vessel Digestion Operation,Active,In-Vessel Digestion,Solid Waste Operation,San Mateo
01-CR-0054,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Alameda
36-AA-0500,Composting Facility (Mixed),Planned,Composting,Solid Waste Facility,San Bernardino
37-AB-0032,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,San Diego
36-AA-0504,Medium Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,San Bernardino
29-AA-0019,Chipping and Grinding Facility/Operation,Active,Composting,Solid Waste Facility,Nevada
19-AA-1149,Large Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Los Angeles
33-CR-0069,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Riverside
19-AA-1150,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Los Angeles
10-AA-0236,Limited Volume Transfer Operation,Planned,Transfer/Processing,Solid Waste Operation,Fresno
49-AA-0447,Chipping and Grinding Facility/Operation,Active,Composting,Solid Waste Facility,Sonoma
19-CR-0835,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Los Angeles
09-AA-0016,Chipping and Grinding Facility/Operation,Active,Composting,Solid Waste Facility,El Dorado
19-CR-0837,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Los Angeles
01-AA-0020,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Alameda
01-CR-0001,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Alameda
01-CR-0017,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Alameda
01-CR-0019,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Alameda
01-CR-0034,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Alameda
03-AA-0008,Large Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Amador
03-CR-0002,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Amador
04-CR-0006,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Butte
05-AA-0010,Large Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Calaveras
